cod_ibge7;municipio;porte;ra;ano;prest_a;natjur_a;in023;in049;in051;in053
3515202;Estrela d'Oeste;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;12,27;61,94;13,28
3515301;Estrela do Norte;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;13,97;66,87;12,38
3515350;Euclides da Cunha Paulista;Mais de 5 mil a 10 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;22,27;104,07;11,04
3515400;Fartura;Mais de 10 mil a 20 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;29,11;160,29;11,72
3515509;Fernandópolis;Mais de 50 mil a 100 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,33;94,44;13,15
3515608;Fernando Prestes;Mais de 5 mil a 10 mil;RA Central;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;20,09;96,93;11,52
3515657;Fernão;Até 5 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;11,08;46,62;11,22
3515707;Ferraz de Vasconcelos;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;27,57;171,38;10,29
3515806;Flora Rica;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;22,49;103,32;10,75
3515905;Floreal;Até 5 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,27;84,86;12,25
3516002;Flórida Paulista;Mais de 10 mil a 20 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;90,76;21,1;101,97;11,57
3516101;Florínea;Até 5 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;96,79;16,2;115,27;17,99
3516200;Franca;Mais de 100 mil a 500 mil;RA Franca;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;25,03;139,52;11,71
3516309;Francisco Morato;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;96,01;46;309,02;10,2
3516408;Franco da Rocha;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;31,57;198,13;11,48
3516507;Gabriel Monteiro;Até 5 mil;RA Araçatuba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;26,69;141,29;11,63
3516606;Gália;Mais de 5 mil a 10 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;39,09;244,2;11,39
3516705;Garça;Mais de 20 mil a 50 mil;RA Marília;2018;Serviço Autônomo de Água e Esgotos;Autarquia;100;29,64;159,15;11,11
3516804;Gastão Vidigal;Até 5 mil;RA Araçatuba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;89,74;15,87;73,53;11,75
3516853;Gavião Peixoto;Até 5 mil;RA Central;2018;Prefeitura Municipal de Gavião Peixoto;Administração pública direta;100;50;688,01;20,93
3516903;General Salgado;Mais de 10 mil a 20 mil;RA Araçatuba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;15,6;73,35;11,92
3517000;Getulina;Mais de 10 mil a 20 mil;RA Bauru;2018;Prefeitura Municipal de Getulina;Administração pública direta;99,61;7,14;41,05;16,23
3517109;Glicério;Até 5 mil;RA Araçatuba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;89,99;17,56;91,67;12,85
3517208;Guaiçara;Mais de 10 mil a 20 mil;RA Bauru;2018;Prefeitura Municipal de Guaiçara;Administração pública direta;100;9,29;66,47;19,68
3517307;Guaimbê;Mais de 5 mil a 10 mil;RA Bauru;2018;Prefeitura Municipal de Guaimbê;Administração pública direta;99,54;0,38;4,41;35,25
3517406;Guaíra;Mais de 20 mil a 50 mil;RA Barretos;2018;Departamento de Esgoto e Água de Guaíra;Autarquia;100;27,6;249,93;19,94
3517505;Guapiaçu;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2018;Prefeitura Municipal de Guapiaçu;Administração pública direta;99,97;33,99;295,49;17,35
3517604;Guapiara;Mais de 10 mil a 20 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;38,09;199,37;9,74
3517703;Guará;Mais de 10 mil a 20 mil;RA Franca;2018;Águas de Guará Ltda;Empresa privada;100;36,9;275,18;13,89
3517802;Guaraçaí;Mais de 5 mil a 10 mil;RA Araçatuba;2018;Autarquia Municipal de Saneamento Ambiental de Guaraçaí;Autarquia;100;20,31;116,27;13,87
3517901;Guaraci;Mais de 10 mil a 20 mil;RA Barretos;2018;Prefeitura Municipal de Guaraci;Administração pública direta;92,22;13,42;73,47;14,42
3518008;Guarani d'Oeste;Até 5 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;15,18;70,84;11,89
3518107;Guarantã;Mais de 5 mil a 10 mil;RA Bauru;2018;Prefeitura Municipal de Guarantã;Administração pública direta;100;3,33;13,24;11,68
3518206;Guararapes;Mais de 20 mil a 50 mil;RA Araçatuba;2018;Prefeitura Municipal de Guararapes;Administração pública direta;100;33,47;230,09;13,91
3518305;Guararema;Mais de 20 mil a 50 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;83,92;33,04;192,89;11,29
3518404;Guaratinguetá;Mais de 100 mil a 500 mil;RA São José dos Campos;2018;Companhia de Serviço de Água, Esgoto e Resíduos de Guaratinguetá;Sociedade de economia mista com administração pública;99,18;49,2;411,69;11,97
3518503;Guareí;Mais de 10 mil a 20 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;33,34;184,86;11,09
3518602;Guariba;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;29,9;186,36;12,7
3518701;Guarujá;Mais de 100 mil a 500 mil;RA Santos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;82,41;49,94;733,69;11,73
3518800;Guarulhos;Mais de 500 mil;RM São Paulo;2018;Serviço Autônomo de Água e Esgoto;Autarquia;99,94;23,45;191,41;14,36
3518859;Guatapará;Mais de 5 mil a 10 mil;RA Ribeirão Preto;2018;Prefeitura Municipal de Guatapará;Administração pública direta;100;13,82;201,97;38,31
3518909;Guzolândia;Até 5 mil;RA Araçatuba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,11;80,05;11,7
3519006;Herculândia;Mais de 5 mil a 10 mil;RA Marília;2018;Prefeitura Municipal de Herculândia;Administração pública direta;100;0;0;36,55
3519055;Holambra;Mais de 10 mil a 20 mil;RA Campinas;2018;Águas de Holambra;Empresa privada;100;25,4;363,32;32,24
3519071;Hortolândia;Mais de 100 mil a 500 mil;RA Campinas;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;30,73;224,25;13,67
3519105;Iacanga;Mais de 10 mil a 20 mil;RA Bauru;2018;Prefeitura Municipal de Iacanga;Administração pública direta;100;14,95;164,99;28,19
3519204;Iacri;Mais de 5 mil a 10 mil;RA Marília;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;18,92;95,09;12,33
3519253;Iaras;Mais de 5 mil a 10 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;75,83;24;117,02;11,17
3519303;Ibaté;Mais de 20 mil a 50 mil;RA Central;2018;Prefeitura Municipal de Ibaté;Administração pública direta;100;2,3;10,43;13,15
3519402;Ibirá;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,29;14,97;71,61;12,13
3519501;Ibirarema;Mais de 5 mil a 10 mil;RA Marília;2018;Serviço Autônomo de Água e Esgoto de Ibirarema;Autarquia;100;47,95;316,02;10,43
3519709;Ibiúna;Mais de 50 mil a 100 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;32,33;203,61;12,27
3519808;Icém;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,7;87,48;12,27
3519907;Iepê;Mais de 5 mil a 10 mil;RA Presidente Prudente;2018;Prefeitura Municipal de Iepê;Administração pública direta;99,75;12,07;140,45;31,12
3520004;Igaraçu do Tietê;Mais de 20 mil a 50 mil;RA Bauru;2018;Prefeitura Municipal de Igaraçu do Tietê;Administração pública direta;96,86;0,57;5,52;28,53
3520103;Igarapava;Mais de 20 mil a 50 mil;RA Franca;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;99,85;28,36;168,63;12,83
3520202;Igaratá;Mais de 10 mil a 20 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;70,47;18,78;90,86;11,6
3520301;Iguape;Mais de 20 mil a 50 mil;RA Registro;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;75,83;23,84;103,94;10,07
3520400;Ilhabela;Mais de 20 mil a 50 mil;RA São José dos Campos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;69,18;20,11;161,3;17,05
3520426;Ilha Comprida;Mais de 10 mil a 20 mil;RA Registro;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;87,66;20,7;68,96;8,01
3520442;Ilha Solteira;Mais de 20 mil a 50 mil;RA Araçatuba;2018;Prefeitura Municipal de Ilha Solteira;Administração pública direta;100;18,82;177,81;22,49
3520509;Indaiatuba;Mais de 100 mil a 500 mil;RA Campinas;2018;Serviço Autônomo de Água e Esgotos;Autarquia;99,36;31,56;256,28;14,78
3520608;Indiana;Mais de 5 mil a 10 mil;RA Presidente Prudente;2018;Prefeitura Municipal de Indiana;Administração pública direta;100;0,82;4,29;15,75
3520707;Indiaporã;Até 5 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;97,72;13,31;65,08;12,81
3520806;Inúbia Paulista;Até 5 mil;RA Presidente Prudente;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,46;96,06;12,04
3520905;Ipaussu;Mais de 10 mil a 20 mil;RA Marília;2018;Prefeitura Municipal de Ipaussu;Administração pública direta;98,05;0,59;3,87;19,69
3521002;Iperó;Mais de 20 mil a 50 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;33,49;200,41;11,87
3521101;Ipeúna;Mais de 5 mil a 10 mil;RA Campinas;2018;Prefeitura Municipal de Ipeúna;Administração pública direta;100;34,58;200,35;11,53
3521200;Iporanga;Até 5 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;93,58;28,28;128,31;9,9
3521309;Ipuã;Mais de 10 mil a 20 mil;RA Franca;2018;Serviço Autônomo de Água e Esgotos;Autarquia;100;25,03;284,37;25,91
3521408;Iracemápolis;Mais de 20 mil a 50 mil;RA Campinas;2018;Prefeitura Municipal de Iracemápolis;Administração pública direta;98,48;53,49;352,21;9,26
3521507;Irapuã;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;98,42;12,61;60,45;12,5
3521606;Irapuru;Mais de 5 mil a 10 mil;RA Presidente Prudente;2018;Prefeitura Municipal de Irapuru;Administração pública direta;99,47;53,12;558,57;14,99
3521705;Itaberá;Mais de 10 mil a 20 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;24,29;116,56;10,9
3521804;Itaí;Mais de 20 mil a 50 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;86,16;22,63;106,51;10,96
3521903;Itajobi;Mais de 10 mil a 20 mil;RA São José do Rio Preto;2018;Prefeitura Municipal de Itajobi;Administração pública direta;100;33,03;232,54;14,15
3522000;Itaju;Até 5 mil;RA Bauru;2018;Prefeitura Municipal de Itaju;Administração pública direta;94,51;44,74;399,45;15,01
3522109;Itanhaém;Mais de 100 mil a 500 mil;RA Santos;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;95,27;35,42;157,67;8,17
3522158;Itaoca;Até 5 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,56;87,25;9,57
3522208;Itapecerica da Serra;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;97,06;45,63;312,76;9,91
3522307;Itapetininga;Mais de 100 mil a 500 mil;RA Sorocaba;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;37,92;251,16;11,74
3522406;Itapeva;Mais de 50 mil a 100 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;41,82;272,7;10,69
3522505;Itapevi;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;95,04;44,7;332,64;9,92
3522604;Itapira;Mais de 50 mil a 100 mil;RA Campinas;2018;Serviço Autônomo de Água e Esgoto;Autarquia;99,39;41,41;310,38;12,08
3522653;Itapirapuã Paulista;Até 5 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,46;123,82;9,35
3522703;Itápolis;Mais de 20 mil a 50 mil;RA Central;2018;Serviço Autônomo de Água e Esgoto de Itápolis;Autarquia;99,02;20,31;138,36;16,48
3522802;Itaporanga;Mais de 10 mil a 20 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;27,28;123,99;9,88
3522901;Itapuí;Mais de 10 mil a 20 mil;RA Bauru;2018;Prefeitura Municipal de Itapuí;Administração pública direta;100;2,9;14,34;14,62
3523008;Itapura;Até 5 mil;RA Araçatuba;2018;Departamento Municipal de Água e Esgoto;Administração pública direta;95,26;40,74;168,55;7,45
3523107;Itaquaquecetuba;Mais de 100 mil a 500 mil;RM São Paulo;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;39,55;275,81;10,24
3523206;Itararé;Mais de 20 mil a 50 mil;RA Itapeva;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;96,76;31,51;162,67;10,48
3523305;Itariri;Mais de 10 mil a 20 mil;RA Registro;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;59,41;28,45;159,23;11,9
3523404;Itatiba;Mais de 100 mil a 500 mil;RA Campinas;2018;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;32,18;236,4;12,51
